	1005	1015	1025	1035	1045	1055	1065	1075	1085	1095	1105	1115	1125	1135	1145	1155	1165	1175	1185	1195	1205	1215	1225	1235	1245	1255	1265	1275	1285	1295	1305	1315	1325	1335	1345	1355	1365	1375	1385	1395	1405	1415	1425	1435	1445	1455	1465	1475	1485	1495	1505	1515	1525	1535	1545	1555	1565	1575	1585	1595	1605	1615	1625	1635	1645	1655	1665	1675	1685	1695	1705	1715	1725	1735	1745	1755	1765	1775	1785	1795	1805	1815	1825	1835	1845	925	935	945	955	965	975	985	995
19kopie																																						1.0																																																							
19zie																																						1.0																																																							
19œ									1.0																																																																																				
1deken																																													1.0																																																
1e									1.0							1.0																		5.0		1.0		4.0				2.0			1.0				1.0																																		1.0		1.0								
1keurschepenen																																										1.0																																																			
1v																																		1.0																																																											
1willem																																																										1.0																																			
1zie																																		1.0																																																											
1½										1.0																																																			1.0																																
2		1.0						1.0								1.0	2.0						1.0	1.0	1.0	2.0	3.0	1.0	1.0		1.0	2.0	4.0	10.0	5.0	3.0	2.0	4.0	1.0	11.0	2.0	2.0		2.0	2.0	1.0	1.0	2.0	5.0	1.0				1.0	2.0	1.0	1.0	3.0		3.0	2.0				2.0	1.0			1.0		4.0	1.0	4.0	1.0		1.0	2.0	2.0	2.0	1.0		1.0											
2,3																																				1.0																																																									
2-212																		1.0																																																																											
2.																						1.0										1.0																																																													
2.000																																																					1.0																																								
2/3																																																														1.0			1.0																												
20														1.0									1.0						1.0	1.0	2.0	1.0	2.0		1.0				1.0	3.0	1.0	1.0	2.0	1.0			1.0	1.0		1.0			1.0	1.0																					1.0		2.0																
20.																												1.0	1.0	1.0																																																															
200																	1.0											1.0											1.0		2.0									1.0						1.0																								1.0													
2000																																														1.0												1.0																																			
201																												1.0																																																																	
201gevidimeerd																																																		1.0																																											
203																												1.0																																																																	
205																											1.0																																																																		
207																																								1.0																																																					
208																																	1.0																																																												
20e																																																		2.0																																											
20mr																																		3.0																																																											
20schepenen																																											1.0							1.0																																											
20ste																																																																												1.0																	
21																															2.0	3.0	1.0	1.0	4.0						4.0		2.0		1.0	1.0				1.0		1.0										1.0	1.0											1.0																			
21.																														1.0	1.0		1.0			1.0																																																									
21.000																																														1.0																																															
21/2																																						1.0												1.0																																											
210																																								1.0																																																					
213																																																																1.0																													
2138																																																							1.0																																						
215																																																																1.0																													
217																													1.0												1.0																							1.0																													
21r																																															1.0																																														
21rechter																																				1.0																																																									
22								1.0															1.0				1.0					1.0		2.0				3.0					2.0		1.0						1.0	1.0			1.0													1.0																									
22-juni																	1.0																																																																												
22.																								1.0																																																																					
2200																																																											1.0																																		
221																														1.0	1.0														1.0																																																
222																																													1.0					1.0																																											
23		1.0												1.0	1.0										3.0					1.0	1.0	1.0				1.0					1.0		1.0						1.0			1.0	2.0	1.0														1.0			1.0							1.0			1.0												
230																																												1.0																																																	
2300																																																	1.0																																												
231																																								1.0																																																					
231-360																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
232																														1.0																																																															
233																																												1.0																																																	
235																																		2.0																																																											
236-241																																																																																					1.0								
2365																												1.0																																																																	
23schepenen																																									1.0			1.0																																																	
23v																																									1.0																																																				
24								1.0										1.0				1.0			2.0	2.0	1.0	2.0	1.0			2.0		1.0			1.0			2.0		2.0		1.0						1.0		1.0														1.0		1.0																									
24-24v																																				1.0																																																									
24.			2.0																									1.0								1.0																																																									
240																																																							1.0																																						
24000																																																		1.0																																											
243																																		1.0										1.0																																																	
2452.																										1.0																																																																			
247																															1.0																																																														
248																															1.0			2.0					1.0																																																						
24henrik																																							1.0																																																						
24origineel																																																						1.0																																							
25																				1.0				1.0							1.0	1.0					1.0			4.0	3.0				2.0							1.0					1.0																																				
25.																													1.0	1.0						1.0																																																									
250																							1.0																									1.0																																													
2500																																																		1.0																																											
256																																		1.0																																																											
257																																		1.0																																																											
25clais																																1.0																																																													
25r																																									1.0																																																				
25schepenen																																																						1.0																																							
26			1.0						1.0															1.0	1.0							1.0			2.0			1.0					1.0			1.0				1.0	1.0	1.0	1.0					1.0	1.0	1.0																																	
26.			1.0				1.0									1.0															1.0					1.0																																																									
260																																								1.0																																																					
26gevidimeerd																																									1.0																																																				
27		1.0	1.0																						1.0			1.0	1.0			2.0						1.0	2.0	1.0					2.0	2.0	1.0			2.0	1.0		1.0				1.0			1.0																										1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
27.	1.0			1.0															1.0							1.0			1.0																																																																
27.vgl																														1.0	1.0																																																														
276																										1.0								1.0																																																											
277																										1.0																																																																			
278																																									1.0																																																				
27r																																							1.0																																																						
27zie																																				1.0																																																									
28																						3.0	1.0			6.0					1.0	1.0	1.0		1.0	1.0		2.0	1.0						1.0				1.0										1.0							1.0									1.0						1.0												
28.		1.0													1.0							1.0								1.0	1.0																																																														
2800																																																		1.0																																											
282							1.0																																																																																						
284																																									1.0																																																				
288																																									1.0																																																				
289																																									1.0																																																				
28origineel																																									1.0																																																				
28willem																																																						1.0																																							
28œ																																					1.0																																																								
29			1.0															1.0													1.0	1.0			1.0		1.0		1.0	2.0	2.0		1.0				1.0		1.0			1.0								1.0			1.0		1.0																												
29-ii																		1.0																																																																											
29.																					1.0					1.0							1.0																																																												
290-299																																																																																					1.0								
297																																									1.0																																																				
29notaris																																									1.0																																																				
29r																																									1.0																																																				
2e																																																	1.0																																				1.0								
2notaris																																																												1.0																																	
2schepenen																																																	1.0																																												
2v																																											1.0	1.0																																																	
3	1.0								1.0								1.0				1.0				1.0		1.0	2.0	1.0			1.0	2.0	2.0	1.0	2.0	3.0	3.0			3.0		2.0	2.0	4.0	1.0	1.0		2.0	1.0				1.0	1.0			3.0	1.0		1.0	2.0						1.0			1.0		3.0	1.0	4.0		2.0	2.0	2.0	2.0		1.0											
3-4																																1.0																																																													
3.			1.0												1.0													1.0																																																																	
3.000																																																					1.0													1.0																											
3.01.27.01																																																																																						14.0	14.0	14.0	14.0	14.0	14.0	14.0	14.0
3/4																																																													1.0																																
30																		1.0		1.0										1.0		1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0		1.0		1.0				1.0	1.0	1.0					1.0		1.0						1.0			1.0															1.0									
300																									1.0										1.0																							1.0		1.0					1.0																												
301.																												1.0																																																																	
304																																									1.0																																																				
304-314																																																																																					1.0								
307																																									1.0																																																				
30deken																																											1.0																																																		
30e																																																													1.0																																
30v																																		1.0																																																											
31			2.0				1.0									1.0		1.0										1.0	1.0			2.0	1.0	3.0	1.0				1.0					1.0			1.0						1.0	2.0	1.0																	1.0	1.0												1.0								
31.																2.0																																																																													
31/2																																																	1.0																																												
312																																			1.0						1.0																																																				
316																																			1.0						1.0																										1.0																										
317																																										1.0																																																			
31gevidimeerd																																											1.0																																																		
31johannes																																		1.0																																																											
31v																																																						1.0																																							
32				1.0																												1.0										1.0																																																			
3200																																														1.0																																															
323																																																						1.0																																							
326																		1.0																																																																											
327																																													1.0																																																
328																						1.0																																																																							
33																															1.0	1.0							1.0																																																						
330-335																																																																																					1.0								
33rorigineel																																																	1.0																																												
34																																2.0																																					1.0																								
342-344																																																																																					1.0								
347																																																						1.0																																							
348																																							1.0																																																						
35													1.0															1.0				2.0													1.0																		1.0																			1.0											
351																																										1.0	1.0																																																		
35v																																						2.0																																																							
36																																1.0			1.0																																																										
360																																										1.0																																																			
361-400																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
369																																							1.0																																																						
36rkopie																																																	1.0																																												
37																																1.0						1.0																																												1.0											
379																												1.0																																																																	
38																																1.0						2.0																																																							
382																								1.0																																																																					
386																																																						1.0																																							
38v																																						2.0																																																							
39																																																																																1.0													
393																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
396																																										1.0																																																			
397																																											1.0																																																		
3herman																																		1.0																																																											
3notaris																																																												1.0																																	
3r																																												1.0																																																	
3schepenen																																																	1.0	1.0																																											
3v																																																												1.0																																	
3½																																																																	1.0					1.0																							
3œ									1.0																																																																																				
4			1.0					2.0	2.0														1.0	1.0		1.0	2.0	1.0	1.0		1.0	4.0	1.0	1.0		2.0	2.0				2.0	3.0	1.0	1.0	2.0		2.0	1.0	2.0	1.0		3.0				1.0	1.0							1.0			1.0	2.0	2.0	1.0	1.0	1.0	3.0				3.0	1.0	2.0		1.0												
4.				1.0																								1.0	1.0			1.0																																																													
4.000																																																					1.0																																								
4.500																																																					1.0																																								
4/21																																																																				1.0																									
40																																						3.0	2.0			1.0					1.0																																														
400																										1.0	1.0																						1.0																																												
4000																							1.0																																																																						
401-440																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4027																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
409																																											1.0																																																		
40ste																																																																												1.0																	
40v																																												1.0																																																	
41																														1.0																																																															
41/2																																													1.0																																																
411																																																									1.0																																				
412																																												1.0																																																	
415																																																									1.0																																				
417																																1.0																																																													
419																																										1.0																																																			
42																														1.0																																					1.0																										
4200																																														1.0																																															
423																																											1.0																																																		
43																							1.0						1.0	1.0																																																															
432																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
433																																																										1.0																																			
435																																																										1.0																																			
44																									1.0							1.0																																																													
442-49-																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
448																																																																					1.0																								
45															1.0																																			1.0																																	1.0										
45-46																														1.0						1.0																																																									
453																																								1.0																																																					
459																																						1.0																																																							
46.000																																																					1.0																																								
462																																																																																1.0													
465																																													2.0																																																
468																																									1.0																																																				
47																														1.0						1.0																																																									
481-520																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
484																																			1.0						2.0																																																				
489																							1.0																																																																						
490																																											1.0																																																		
491																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
496																																										1.0					1.0																																														
499																																											1.0																																																		
49v																																																		1.0																																											
4e																																																									1.0																																				
4schepenen																																													1.0					1.0																																											
4zie																																										1.0																																																			
4½																																																																		1.0						1.0																					
5									1.0								1.0									2.0	1.0	1.0		1.0		2.0	1.0	1.0		2.0				1.0	1.0	1.0	1.0		2.0		1.0		1.0	2.0				1.0	1.0			1.0	1.0			2.0					1.0				1.0	1.0						2.0	2.0														
5.				1.0																		1.0																																																																							
50																							1.0								1.0							1.0				1.0							1.0	1.0										1.0																																	
50-75																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
50.000																																																					2.0																																								
500																															1.0												1.0																							1.0					2.0	1.0																					
5000																																																																1.0																													
50000																																																		2.0																																											
5008/22willem																										1.0																																																																			
504																																											1.0																																																		
509																																		1.0																																																											
51																																					1.0																																																								
510																																								1.0					1.0																																																
511																																												1.0																																																	
516																																				1.0																																																									
518																																				1.0																																																									
519																																				1.0													1.0																																												
51rkopie																																							1.0																																																						
521																																											1.0		1.0																																																
521-555																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
523																																				1.0						1.0	1.0																																																		
531																																											1.0																																																		
54																											1.0																																																																		
540																																										1.0																																																			
545																																				1.0																																																									
549																																				1.0					1.0																																																				
55																																										2.0												1.0																																							
556-635																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
557																																								1.0																																																					
56																																	1.0			1.0																																																									
566																										1.0																																																																			
57																															1.0		1.0																																																												
57/60																		1.0																																																																											
571																																								1.0																																																					
577																																						1.0		1.0					1.0																																																
58																															1.0		1.0				1.0																																																								
583																	1.0																																																																												
5869.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5870.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5871.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5872.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5873.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5874.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5875.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5876.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5877.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5878.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5879.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5880.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5881.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
5882.																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
59																															1.0		1.0		1.0																																																										
594																																																															1.0																						1.0								
5albrecht																																						1.0																																																							
5½																																																																		1.0	1.0																										
6								1.0															1.0	1.0	2.0	1.0				1.0	1.0	2.0	1.0	3.0				1.0	1.0				1.0	2.0				3.0	2.0	3.0				1.0			2.0	1.0			2.0					1.0	1.0					1.0	1.0				1.0		1.0														
6-april												1.0																																																																																	
6.																			1.0								1.0		1.0	1.0																																																															
6.7.1435																																												1.0																																																	
6/7																																													2.0																																																
60																									1.0																									1.0																																											
60.000																																																							2.0																																						
600																				1.0																																																																									
6000																																																																															1.0														
608																																													1.0																																																
61																																1.0																																																													
611															1.0																																																																														
613										1.0																																																																																			
61rkopie																																											1.0																																																		
61vkopie																																												1.0																																																	
62														1.0																																																																															
624																																								1.0																																																					
6251-6256																																																							1.0																																						
6296																																																		1.0																																											
62vkopie																																												1.0																																																	
63																																																																									1.0																				
630																													1.0																																																																
632																													1.0																																																																
633																													1.0																																																																
64																															1.0																										1.0																																				
65																																								1.0																																																					
65/27																		1.0																																																																											
650																																																		1.0																																											
652																										1.0																																																																			
662																																	1.0																																																												
669																																													1.0																																																
677																																										1.0																																																			
678																																										1.0																																																			
690																																										1.0																																																			
695																																							1.0																																																						
696																																													1.0																																																
699		1.0																																																																																											
69r																																								1.0																																																					
6gillis																																		1.0																																																											
6rechter																																																						1.0																																							
6schepenen																																													1.0																																																
6v																																															1.0																																														
6willem																																		1.0																																																											
7					1.0			1.0	1.0								1.0							1.0	1.0							3.0		1.0	1.0	1.0			1.0	2.0	1.0			1.0		1.0								1.0	1.0						1.0			1.0				1.0													1.0												
7-10																																1.0																																																													
7.															1.0								1.0									1.0																																																													
70																																					1.0																																																								
700																																																															1.0				1.0																										
701		1.0																																																																																											
71																																	1.0																																																												
716															1.0																	1.0																																																													
71r																																								1.0																																																					
73																						1.0																																																																							
74																																																																					1.0																								
745																																													1.0																																																
746																																													1.0																																																
752																																				1.0																																																									
759																																								1.0																																																					
76																																1.0																																																													
76-110																																																																																						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
765																																													1.0																																																
766																																													1.0																																																
767																																													1.0																																																
77																																								1.0																																																					
770																								1.0																																																																					
77r																																		1.0																																																											
78v																																								1.0																																																					
79																																		1.0							1.0																																																				
79v																																													1.0																																																
7aarnt																																				1.0																																																									
7godschalk																																								1.0																																																					
7schepenen																																													1.0		1.0																																														
8									1.0	1.0			1.0										1.0	2.0		1.0						2.0	1.0	2.0	1.0				3.0	2.0	2.0	1.0							1.0	1.0				1.0	1.0					3.0																				1.0					1.0								
8-8v																																				1.0																																																									
8.															1.0																																																																														
80																									1.0																																										1.0																										
800																																														1.0																1.0			1.0			2.0																									
805																																																				1.0																																									
806																																																	1.0																																												
807																																																	1.0																																												
818																							1.0																																																																						
839		1.0																																																																																											
83926																																																		1.0																																											
84																																																										1.0																																			
85																																																										1.0																																			
85r																																											1.0																																																		
85rorigineel																																			1.0																																																										
86																							1.0																																																		1.0																				
87																																1.0		1.0						2.0	5.0	3.0	2.0	1.0	1.0		1.0		1.0	3.0				1.0						1.0																																	
88							1.0																																1.0	2.0			1.0	4.0	1.0		1.0		1.0											2.0																																	
88.																										2.0																																																																			
89												1.0											1.0																																																																						
8schepenen																																													1.0																																																
8v																																																												2.0																																	
8willem																																		1.0																																																											
9														1.0	1.0							1.0				2.0	1.0		1.0					1.0	1.0	1.0	2.0				3.0	2.0					1.0																																2.0														
9-juni																		1.0																																																																											
9.								1.0																		1.0																																																																			
91																																								1.0																																																					
924															1.0																																																																														
92v																																										1.0																																																			
93																																																																												1.0																	
93vkopie																																												1.0																																																	
94																																									1.0													1.0																																							
956		1.0																																																																																											
960																																						1.0																																																							
962	1.0																																																																																												
968															1.0																																																																														
98																						1.0																																																																							
992		1.0																																																																																											
999-1002																																										1.0																																																			
9aart																																																						1.0																																							
9schepenen																																			1.0																																																										
9v																																										1.0																																																			
;														1.0	8.0			2.0					2.0					3.0						1.0		2.0		3.0	3.0	4.0	6.0	1.0	2.0	3.0	4.0				1.0	2.0		1.0		1.0			2.0			2.0							1.0	1.0	1.0	1.0		1.0			1.0	3.0		1.0	1.0		1.0		1.0		2.0								
=																					1.0									1.0												2.0		1.0								1.0		1.0	1.0					1.0								1.0																									
=9																																																		1.0																																											
=bevestiging																																																				1.0																																									
=philips																																																															1.0																														
=valkenburg																																																															1.0																														
?																	4.0																1.0			1.0	1.0													1.0		1.0			2.0					1.0	1.0						1.0																1.0										
[																	2.0			1.0	2.0			2.0	2.0	2.0	2.0	1.0		2.0					1.0															1.0															1.0			1.0														1.0											
]																	2.0			1.0	2.0			2.0	2.0	2.0	2.0	1.0		2.0					1.0															1.0															1.0			1.0														1.0											
`																																																																																				1.0									
``				1.0	2.0													1.0			1.0				1.0								1.0	1.0			1.0	1.0			1.0	1.0					1.0			14.0	1.0	4.0	1.0	1.0	1.0		3.0				3.0	2.0		3.0							2.0	2.0				1.0	2.0			1.0		1.0			5.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
a																																						2.0																																							1.0		2.0			1.0			1.0								
a.																																																																													1.0																
a.c.																																																																																					1.0								
a.foto															1.0																																																																														
a.m.																																																																						1.0			1.0																				
a.s					1.0																																																																																								
a.s.					1.0																						1.0																																																																		
aa								1.0																																																																																					
aafjen																																																																																1.0													
aal																																																							1.0																																						
aalborg																																										2.0																																																			
aalborg:3																																									1.0																																																				
aalborggevidimeerd																																												1.0																																																	
aalbrecht																																			1.0																																																										
